transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,unit_price,product_category,product_type
2046,06/10/2023,16:50:47,4,2,Utrecht,4.25,Coffee,Syrup coffee
2047,06/09/2023,11:33:36,,2,Utrecht,3.15,Tea,Green tea
2048,06/09/2023,09:20:01,2,2,Utrecht,3.5,Coffee,Milk coffee
2049,06/11/2023,12:24:48,1,2,Utrecht,3.5,Bakery,Pie
2050,06/07/2023,17:13:50,2,2,Utrecht,3.5,Bakery,Pie
2051,06/08/2023,10:49:52,2,2,Utrecht,3.25,Tea,Chai tea
2052,06/05/2023,06:02:39,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2053,06/06/2023,11:00:26,1,2,Utrecht,3.5,Bakery,Pie
2054,06/06/2023,10:00:13,2,2,Utrecht,3.0,Bakery,Scone
2055,06/06/2023,17:41:47,6,3,Eindhoven,4.25,Coffee,Syrup coffee
2056,06/09/2023,19:07:17,1,3,Eindhoven,3.5,Bakery,Pie
2057,06/05/2023,16:07:54,1,1,Alkmaar,4.25,Coffee,Syrup coffee
2058,06/08/2023,09:11:54,1,3,Eindhoven,2.0,Coffee,Black coffee
2059,06/06/2023,16:36:57,2,2,Utrecht,6.3,Coffee,Organic blended coffee
2060,06/07/2023,16:25:35,5,3,Eindhoven,2.0,Coffee,Black coffee
2061,06/08/2023,16:33:40,2,2,Utrecht,3.15,Tea,Green tea
2062,06/08/2023,16:09:18,2,2,Utrecht,3.5,Coffee,Milk coffee
2063,06/11/2023,14:40:50,4,1,Alkmaar,3.75,Bakery,Sandwich
2064,06/05/2023,14:55:04,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2065,06/09/2023,13:47:34,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
2066,06/10/2023,09:23:11,,3,Eindhoven,4.5,Chocolate,Hot chocolate
2067,06/11/2023,08:34:23,3,3,Eindhoven,4.5,Chocolate,Hot chocolate
2068,06/09/2023,15:25:29,2,2,Utrecht,3.5,Tea,Herbal tea
2069,06/09/2023,18:54:58,6,1,Alkmaar,4.5,Chocolate,Hot chocolate
2070,06/10/2023,10:32:37,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2071,06/11/2023,10:44:03,1,3,Eindhoven,3.0,Bakery,Scone
2072,06/07/2023,11:37:25,1,2,Utrecht,3.25,Tea,Chai tea
2073,06/10/2023,14:04:40,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
2074,06/08/2023,10:38:09,6,2,Utrecht,4.25,Coffee,Syrup coffee
2075,06/10/2023,10:46:29,2,1,Alkmaar,3.0,Tea,Black tea
2076,06/08/2023,13:22:37,2,3,Eindhoven,4.25,Coffee,Syrup coffee
2077,06/11/2023,10:52:17,2,1,Alkmaar,3.75,Bakery,Sandwich
2078,06/10/2023,13:27:03,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
2079,06/06/2023,08:02:44,2,1,Alkmaar,3.5,Tea,Herbal tea
2080,06/11/2023,08:13:34,1,1,Alkmaar,3.0,Tea,Black tea
2081,06/09/2023,14:45:39,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
2082,06/08/2023,19:57:00,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2083,06/07/2023,15:39:00,1,3,Eindhoven,3.5,Coffee,Milk coffee
2084,06/11/2023,12:05:41,2,3,Eindhoven,3.25,Tea,Chai tea
2085,06/07/2023,10:57:10,1,2,Utrecht,3.75,Bakery,Sandwich
2086,06/11/2023,13:26:54,1,1,Alkmaar,3.0,Tea,Black tea
2087,06/09/2023,08:25:01,1,2,Utrecht,3.25,Tea,Chai tea
2088,06/10/2023,11:30:43,5,2,Utrecht,3.5,Bakery,Pie
2089,06/07/2023,09:11:31,1,2,Utrecht,6.3,Coffee,Organic blended coffee
2090,06/09/2023,08:34:58,2,2,Utrecht,2.0,Coffee,Black coffee
2091,06/09/2023,12:18:41,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
2092,06/10/2023,19:15:36,6,2,Utrecht,6.3,Coffee,Organic blended coffee
2093,06/07/2023,16:56:22,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2094,06/11/2023,16:18:29,2,2,Utrecht,6.3,Coffee,Organic blended coffee
2095,06/09/2023,09:53:45,3,1,Alkmaar,3.5,Tea,Herbal tea
2096,06/10/2023,11:50:40,4,3,Eindhoven,3.5,Tea,Herbal tea
2097,06/05/2023,08:16:17,2,3,Eindhoven,3.15,Tea,Green tea
2098,06/09/2023,11:43:53,4,2,Utrecht,3.5,Tea,Herbal tea
2099,06/09/2023,11:07:14,1,2,Utrecht,4.25,Coffee,Syrup coffee
2100,06/09/2023,09:30:17,1,1,Alkmaar,3.25,Tea,Chai tea
2101,06/07/2023,19:34:10,2,3,Eindhoven,3.5,Bakery,Pie
2102,06/09/2023,16:04:29,1,1,Alkmaar,4.25,Coffee,Syrup coffee
2103,06/10/2023,08:43:38,1,2,Utrecht,3.5,Bakery,Pie
2104,06/05/2023,10:32:36,2,3,Eindhoven,3.0,Tea,Black tea
2105,06/10/2023,11:47:27,2,2,Utrecht,3.5,Bakery,Pie
2106,06/08/2023,12:29:23,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
2107,06/09/2023,18:30:38,2,2,Utrecht,3.5,Coffee,Milk coffee
2108,06/06/2023,10:56:39,1,3,Eindhoven,3.75,Bakery,Sandwich
2109,06/06/2023,08:06:06,1,3,Eindhoven,3.0,Tea,Black tea
2110,06/06/2023,08:00:18,1,2,Utrecht,2.0,Coffee,Black coffee
2111,06/06/2023,09:37:55,1,2,Utrecht,6.3,Coffee,Organic blended coffee
2112,06/10/2023,06:14:29,2,1,Alkmaar,3.0,Bakery,Scone
2113,06/09/2023,18:15:37,2,2,Utrecht,3.5,Coffee,Milk coffee
2114,06/07/2023,11:10:18,1,2,Utrecht,3.5,Coffee,Milk coffee
2115,06/10/2023,07:57:55,1,2,Utrecht,3.0,Tea,Black tea
2116,06/06/2023,10:38:50,1,2,Utrecht,3.75,Bakery,Sandwich
2117,06/09/2023,10:17:45,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
2118,06/06/2023,12:26:41,2,1,Alkmaar,2.0,Coffee,Black coffee
2119,06/09/2023,09:18:09,1,2,Utrecht,3.75,Bakery,Sandwich
2120,06/09/2023,06:35:46,2,2,Utrecht,6.3,Coffee,Organic blended coffee
2121,06/10/2023,16:19:56,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2122,06/10/2023,06:44:45,4,3,Eindhoven,3.0,Bakery,Scone
2123,06/11/2023,17:42:46,4,2,Utrecht,3.0,Tea,Black tea
2124,06/09/2023,11:42:19,1,1,Alkmaar,4.25,Coffee,Syrup coffee
2125,06/08/2023,09:45:16,2,2,Utrecht,3.5,Coffee,Milk coffee
2126,06/09/2023,14:59:15,3,1,Alkmaar,4.5,Chocolate,Hot chocolate
2127,06/10/2023,14:14:26,2,2,Utrecht,3.0,Bakery,Scone
2128,06/09/2023,19:44:09,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2129,06/07/2023,08:46:58,1,2,Utrecht,3.0,Bakery,Scone
2130,06/11/2023,09:40:57,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2131,06/06/2023,12:43:16,1,1,Alkmaar,3.15,Tea,Green tea
2132,06/11/2023,08:36:27,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2133,06/07/2023,11:16:07,2,1,Alkmaar,3.5,Coffee,Milk coffee
2134,06/07/2023,09:28:15,1,3,Eindhoven,3.25,Tea,Chai tea
2135,06/09/2023,08:54:36,1,2,Utrecht,3.5,Bakery,Pie
2136,06/09/2023,11:49:45,3,2,Utrecht,3.75,Bakery,Sandwich
2137,06/09/2023,09:43:27,2,2,Utrecht,2.0,Coffee,Black coffee
2138,06/05/2023,11:12:36,1,,Alkmaar,3.5,Coffee,Milk coffee
2139,06/06/2023,19:40:40,1,3,Eindhoven,3.15,Tea,Green tea
2140,06/09/2023,09:05:48,1,2,Utrecht,6.3,Coffee,Organic blended coffee
2141,06/07/2023,11:09:42,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2142,06/08/2023,09:41:47,,1,Alkmaar,4.5,Chocolate,Hot chocolate
2143,06/06/2023,17:06:03,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2144,06/07/2023,08:25:10,1,2,Utrecht,3.0,Bakery,Scone
2145,06/11/2023,08:05:03,1,1,Alkmaar,3.0,Bakery,Scone
2146,06/07/2023,08:27:47,1,1,Alkmaar,3.5,Tea,Herbal tea
2147,06/07/2023,18:56:48,2,2,Utrecht,4.25,Coffee,Syrup coffee
2148,06/10/2023,12:29:55,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
2149,06/07/2023,06:24:02,2,2,Utrecht,3.0,Tea,Black tea
2150,06/08/2023,14:16:39,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
2151,06/09/2023,07:50:02,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
2152,06/08/2023,06:26:30,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
2153,06/11/2023,09:32:56,2,2,Utrecht,3.5,Bakery,Pie
2154,06/08/2023,11:34:42,2,3,Eindhoven,3.75,Bakery,Sandwich
2155,06/08/2023,08:15:15,2,2,Utrecht,3.5,Tea,Herbal tea
2156,06/08/2023,11:19:37,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
2157,06/06/2023,17:05:23,2,2,Utrecht,3.75,Bakery,Sandwich
2158,06/05/2023,19:29:22,4,1,Alkmaar,4.5,Chocolate,Hot chocolate
2159,06/10/2023,13:27:33,2,3,Eindhoven,2.0,Coffee,Black coffee
2160,06/08/2023,10:53:21,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
2161,06/10/2023,10:28:31,3,2,Utrecht,4.5,Chocolate,Hot chocolate
2162,06/07/2023,17:16:08,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2163,06/05/2023,13:27:20,1,2,Utrecht,3.0,Tea,Black tea
2164,06/11/2023,18:34:50,2,1,Alkmaar,3.5,Coffee,Milk coffee
2165,06/11/2023,08:43:35,2,3,Eindhoven,3.75,Bakery,Sandwich
2166,06/06/2023,13:22:40,1,,Utrecht,3.0,Bakery,Scone
2167,06/05/2023,10:01:29,2,3,Eindhoven,3.5,Coffee,Milk coffee
2168,06/11/2023,08:47:52,2,1,Alkmaar,3.0,Tea,Black tea
2169,06/06/2023,16:37:58,1,3,Eindhoven,3.15,Tea,Green tea
2170,06/05/2023,18:20:02,5,2,Utrecht,2.0,Coffee,Black coffee
2171,06/08/2023,11:55:45,4,2,Utrecht,4.5,Chocolate,Hot chocolate
2172,06/10/2023,08:14:24,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2173,06/10/2023,14:13:39,2,2,Utrecht,3.15,Tea,Green tea
2174,06/11/2023,07:50:39,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
2175,06/06/2023,09:58:29,1,3,Eindhoven,2.0,Coffee,Black coffee
2176,06/06/2023,13:41:30,1,2,Utrecht,2.0,Coffee,Black coffee
2177,06/09/2023,12:01:14,1,1,Alkmaar,6.3,Coffee,Organic blended coffee
2178,06/07/2023,17:32:30,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2179,06/09/2023,17:58:17,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
2180,06/07/2023,14:16:28,1,3,Eindhoven,3.75,Bakery,Sandwich
2181,06/09/2023,09:01:56,3,2,Utrecht,3.15,Tea,Green tea
2182,06/11/2023,08:24:16,3,2,Utrecht,3.5,Tea,Herbal tea
2183,06/11/2023,17:16:56,1,2,Utrecht,2.0,Coffee,Black coffee
2184,06/11/2023,07:32:55,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2185,06/11/2023,10:34:34,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
2186,06/07/2023,11:42:10,3,1,Alkmaar,3.5,Coffee,Milk coffee
2187,06/10/2023,12:05:02,1,1,Alkmaar,3.0,Bakery,Scone
2188,06/10/2023,17:18:15,3,1,Alkmaar,3.25,Tea,Chai tea
2189,06/10/2023,08:51:49,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
2190,06/08/2023,10:25:58,4,3,Eindhoven,3.0,Tea,Black tea
2191,06/09/2023,19:23:03,6,3,Eindhoven,3.0,Tea,Black tea
2192,06/09/2023,11:44:09,1,2,Utrecht,3.5,Bakery,Pie
2193,06/09/2023,14:21:54,3,3,Eindhoven,3.5,Bakery,Pie
2194,06/05/2023,16:03:17,1,2,Utrecht,3.5,Tea,Herbal tea
2195,06/08/2023,15:31:47,2,2,Utrecht,2.0,Coffee,Black coffee
2196,06/09/2023,12:48:35,6,1,Alkmaar,4.25,Coffee,Syrup coffee
2197,06/08/2023,10:13:21,2,2,Utrecht,3.75,Bakery,Sandwich
2198,06/08/2023,16:12:26,3,1,Alkmaar,4.5,Chocolate,Hot chocolate
2199,06/08/2023,09:13:39,1,2,Utrecht,4.25,Coffee,Syrup coffee
2200,06/11/2023,14:48:32,3,1,Alkmaar,3.15,Tea,Green tea
2201,06/09/2023,09:56:06,2,3,Eindhoven,3.5,Coffee,Milk coffee
2202,06/06/2023,12:12:40,2,2,Utrecht,3.0,Bakery,Scone
2203,06/05/2023,11:36:42,3,2,Utrecht,3.5,Bakery,Pie
2204,06/05/2023,18:28:26,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
2205,06/08/2023,08:33:39,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2206,06/06/2023,17:09:26,5,2,Utrecht,3.5,Bakery,Pie
2207,06/07/2023,08:15:36,2,3,Eindhoven,3.0,Bakery,Scone
2208,06/09/2023,08:03:19,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
2209,06/07/2023,08:48:57,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
2210,06/10/2023,11:25:24,2,,Alkmaar,4.25,Coffee,Syrup coffee
2211,06/11/2023,12:15:23,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2212,06/07/2023,10:30:54,1,1,Alkmaar,6.3,Coffee,Organic blended coffee
2213,06/08/2023,10:06:51,3,2,Utrecht,4.5,Chocolate,Hot chocolate
2214,06/10/2023,16:14:41,1,2,Utrecht,3.0,Bakery,Scone
2215,06/06/2023,17:38:13,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2216,06/10/2023,12:54:25,3,3,Eindhoven,3.15,Tea,Green tea
2217,06/11/2023,09:03:01,1,1,Alkmaar,3.0,Tea,Black tea
2218,06/10/2023,09:24:25,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2219,06/07/2023,18:03:56,2,2,Utrecht,2.0,Coffee,Black coffee
2220,06/09/2023,10:51:26,1,3,Eindhoven,3.0,Tea,Black tea
2221,06/10/2023,11:47:28,4,2,Utrecht,3.5,Coffee,Milk coffee
2222,06/08/2023,10:37:56,2,2,Utrecht,2.0,Coffee,Black coffee
2223,06/11/2023,11:34:00,1,3,Eindhoven,4.25,Coffee,Syrup coffee
2224,06/10/2023,08:49:16,2,2,Utrecht,4.25,Coffee,Syrup coffee
2225,06/11/2023,14:13:45,4,2,Utrecht,3.0,Tea,Black tea
2226,06/07/2023,17:04:19,6,3,Eindhoven,4.5,Chocolate,Hot chocolate
2227,06/07/2023,15:46:11,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
2228,06/08/2023,08:35:55,1,1,Alkmaar,3.25,Tea,Chai tea
2229,06/07/2023,11:23:10,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
2230,06/07/2023,11:35:42,1,2,Utrecht,3.5,Coffee,Milk coffee
2231,06/09/2023,10:09:24,1,2,Utrecht,6.3,Coffee,Organic blended coffee
2232,06/11/2023,16:04:03,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
2233,06/10/2023,08:05:54,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
2234,06/10/2023,17:15:56,2,2,Utrecht,3.25,Tea,Chai tea
2235,06/11/2023,08:05:36,6,2,Utrecht,3.0,Bakery,Scone
2236,06/09/2023,12:15:49,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
2237,06/06/2023,06:15:34,4,2,Utrecht,3.25,Tea,Chai tea
2238,06/08/2023,16:05:47,1,2,Utrecht,4.25,Coffee,Syrup coffee
2239,06/09/2023,09:19:49,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
2240,06/06/2023,08:41:16,2,1,Alkmaar,3.5,Bakery,Pie
2241,06/05/2023,14:01:46,,3,Eindhoven,4.5,Chocolate,Hot chocolate
2242,06/10/2023,07:02:54,2,,Utrecht,3.0,Tea,Black tea
2243,06/11/2023,08:39:03,4,1,Alkmaar,3.5,Tea,Herbal tea
2244,06/11/2023,19:51:26,1,2,Utrecht,6.3,Coffee,Organic blended coffee
2245,06/10/2023,19:22:01,2,2,Utrecht,6.3,Coffee,Organic blended coffee
2246,06/07/2023,10:18:44,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2247,06/08/2023,10:23:38,1,3,Eindhoven,4.25,Coffee,Syrup coffee
2248,06/09/2023,18:42:52,2,1,Alkmaar,3.5,Coffee,Milk coffee
2249,06/09/2023,09:26:01,4,3,Eindhoven,3.0,Bakery,Scone
2250,06/05/2023,11:15:13,1,1,Alkmaar,3.25,Tea,Chai tea
2251,06/08/2023,16:01:01,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2252,06/10/2023,19:28:33,1,3,Eindhoven,4.25,Coffee,Syrup coffee
2253,06/10/2023,08:47:27,2,3,Eindhoven,3.5,Coffee,Milk coffee
2254,06/05/2023,08:02:43,1,2,Utrecht,3.75,Bakery,Sandwich
2255,06/07/2023,18:26:18,1,3,Eindhoven,3.5,Coffee,Milk coffee
2256,06/08/2023,11:50:35,4,1,Alkmaar,3.5,Tea,Herbal tea
2257,06/09/2023,11:42:29,,2,Utrecht,3.25,Tea,Chai tea
2258,06/09/2023,08:44:42,1,2,Utrecht,3.5,Tea,Herbal tea
2259,06/09/2023,06:11:21,1,3,Eindhoven,3.75,Bakery,Sandwich
2260,06/06/2023,08:01:01,4,2,Utrecht,4.5,Chocolate,Hot chocolate
2261,06/08/2023,08:25:14,2,2,Utrecht,4.25,Coffee,Syrup coffee
2262,06/10/2023,18:19:16,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2263,06/06/2023,09:25:31,1,3,Eindhoven,3.25,Tea,Chai tea
2264,06/06/2023,14:03:02,2,1,Alkmaar,3.0,Tea,Black tea
2265,06/11/2023,10:59:32,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
2266,06/10/2023,19:56:42,4,1,Alkmaar,4.5,Chocolate,Hot chocolate
2267,06/05/2023,06:58:22,1,2,Utrecht,3.15,Tea,Green tea
2268,06/08/2023,11:45:18,5,1,Alkmaar,4.5,Chocolate,Hot chocolate
2269,06/10/2023,18:20:00,2,1,Alkmaar,3.75,Bakery,Sandwich
2270,06/09/2023,13:55:59,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2271,06/08/2023,10:50:44,1,2,Utrecht,4.25,Coffee,Syrup coffee
2272,06/11/2023,16:05:52,2,2,Utrecht,3.75,Bakery,Sandwich
2273,06/11/2023,15:38:50,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
2274,06/06/2023,12:50:33,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2275,06/06/2023,08:51:35,1,2,Utrecht,3.75,Bakery,Sandwich
2276,06/08/2023,13:37:34,1,1,Alkmaar,3.0,Bakery,Scone
2277,06/09/2023,06:08:35,1,3,Eindhoven,3.25,Tea,Chai tea
2278,06/08/2023,08:20:03,2,2,Utrecht,6.3,Coffee,Organic blended coffee
2279,06/07/2023,16:09:22,4,2,Utrecht,4.5,Chocolate,Hot chocolate
2280,06/08/2023,17:27:12,3,1,Alkmaar,3.75,Bakery,Sandwich
2281,06/09/2023,06:54:12,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2282,06/07/2023,16:36:37,2,2,Utrecht,4.25,Coffee,Syrup coffee
2283,06/10/2023,07:09:36,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2284,06/11/2023,11:09:29,4,2,Utrecht,3.0,Bakery,Scone
2285,06/10/2023,11:52:25,1,,Utrecht,4.5,Chocolate,Hot chocolate
2286,06/09/2023,12:04:35,2,3,Eindhoven,3.75,Bakery,Sandwich
2287,06/10/2023,08:45:29,2,2,Utrecht,3.75,Bakery,Sandwich
2288,06/11/2023,09:42:23,4,2,Utrecht,2.0,Coffee,Black coffee
2289,06/06/2023,12:00:19,1,1,Alkmaar,3.75,Bakery,Sandwich
2290,06/05/2023,14:29:09,1,1,Alkmaar,3.0,Bakery,Scone
2291,06/10/2023,13:37:38,6,2,Utrecht,4.5,Chocolate,Hot chocolate
2292,06/08/2023,12:59:21,2,1,Alkmaar,3.15,Tea,Green tea
2293,06/11/2023,13:51:28,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2294,06/11/2023,18:32:51,1,2,Utrecht,3.25,Tea,Chai tea
2295,06/11/2023,08:47:42,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
2296,06/11/2023,10:53:25,2,3,Eindhoven,3.75,Bakery,Sandwich
2297,06/10/2023,08:31:57,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
2298,06/05/2023,13:27:11,4,1,Alkmaar,4.5,Chocolate,Hot chocolate
2299,06/10/2023,17:39:47,2,3,Eindhoven,3.5,Bakery,Pie
2300,06/11/2023,14:55:19,2,3,Eindhoven,3.5,Tea,Herbal tea
2301,06/06/2023,15:30:03,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
2302,06/08/2023,07:06:47,2,1,Alkmaar,3.5,Coffee,Milk coffee
2303,06/10/2023,07:27:09,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
2304,06/06/2023,19:10:28,,3,Eindhoven,4.5,Chocolate,Hot chocolate
2305,06/10/2023,11:14:51,4,1,Alkmaar,3.5,Bakery,Pie
2306,06/08/2023,07:03:27,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2307,06/11/2023,17:43:43,2,2,Utrecht,3.25,Tea,Chai tea
2308,06/10/2023,11:10:27,1,2,Utrecht,4.25,Coffee,Syrup coffee
2309,06/08/2023,17:10:42,1,1,Alkmaar,3.5,Bakery,Pie
2310,06/07/2023,15:32:50,4,2,Utrecht,3.0,Tea,Black tea
2311,06/11/2023,08:39:06,2,1,Alkmaar,3.25,Tea,Chai tea
2312,06/10/2023,08:25:54,2,2,Utrecht,3.75,Bakery,Sandwich
2313,06/05/2023,17:49:42,2,2,Utrecht,3.0,Bakery,Scone
2314,06/07/2023,12:06:58,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2315,06/11/2023,06:24:16,2,2,Utrecht,3.75,Bakery,Sandwich
2316,06/08/2023,06:23:28,1,2,Utrecht,6.3,Coffee,Organic blended coffee
2317,06/11/2023,15:20:25,2,2,Utrecht,3.25,Tea,Chai tea
2318,06/11/2023,17:05:42,1,2,Utrecht,3.75,Bakery,Sandwich
2319,06/09/2023,19:46:34,2,3,Eindhoven,3.0,Bakery,Scone
2320,06/09/2023,16:11:26,1,2,Utrecht,3.5,Bakery,Pie
2321,06/08/2023,14:22:31,1,,Alkmaar,4.5,Chocolate,Hot chocolate
2322,06/09/2023,17:48:20,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2323,06/09/2023,10:58:16,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
2324,06/10/2023,08:56:42,2,2,Utrecht,3.75,Bakery,Sandwich
2325,06/10/2023,13:40:11,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
2326,06/10/2023,11:45:56,1,1,Alkmaar,3.75,Bakery,Sandwich
2327,06/11/2023,09:43:16,2,3,Eindhoven,3.15,Tea,Green tea
2328,06/05/2023,10:38:42,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
2329,06/06/2023,11:39:31,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
2330,06/11/2023,08:15:09,1,1,Alkmaar,3.5,Coffee,Milk coffee
2331,06/10/2023,17:17:17,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
2332,06/11/2023,13:07:33,4,2,Utrecht,4.25,Coffee,Syrup coffee
2333,06/10/2023,17:38:51,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2334,06/06/2023,08:06:15,2,2,Utrecht,3.0,Bakery,Scone
2335,06/05/2023,10:27:15,1,2,Utrecht,6.3,Coffee,Organic blended coffee
2336,06/08/2023,11:40:37,1,1,Alkmaar,3.0,Tea,Black tea
2337,06/11/2023,14:28:01,2,1,Alkmaar,6.3,Coffee,Organic blended coffee
2338,06/11/2023,12:51:25,3,2,Utrecht,4.5,Chocolate,Hot chocolate
2339,06/09/2023,13:08:31,1,1,Alkmaar,2.0,Coffee,Black coffee
2340,06/09/2023,14:04:17,2,3,Eindhoven,3.5,Tea,Herbal tea
2341,06/05/2023,13:05:38,5,2,Utrecht,6.3,Coffee,Organic blended coffee
2342,06/08/2023,17:17:41,2,3,Eindhoven,3.5,Bakery,Pie
2343,06/05/2023,17:48:11,2,1,Alkmaar,3.0,Tea,Black tea
2344,06/11/2023,14:09:50,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
2345,06/11/2023,08:33:41,2,1,Alkmaar,3.25,Tea,Chai tea
2346,06/09/2023,08:01:47,2,1,Alkmaar,3.0,Tea,Black tea
2347,06/07/2023,09:56:14,4,3,Eindhoven,2.0,Coffee,Black coffee
2348,06/11/2023,07:51:47,2,3,Eindhoven,3.25,Tea,Chai tea
2349,06/08/2023,19:07:20,4,3,Eindhoven,3.5,Bakery,Pie
2350,06/06/2023,06:46:55,,2,Utrecht,3.5,Bakery,Pie
2351,06/08/2023,08:26:51,1,3,Eindhoven,3.5,Bakery,Pie
2352,06/10/2023,12:32:17,2,2,Utrecht,3.25,Tea,Chai tea
2353,06/09/2023,08:42:28,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
2354,06/10/2023,06:27:48,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2355,06/11/2023,08:34:56,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2356,06/10/2023,09:43:40,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
2357,06/09/2023,13:14:59,2,1,Alkmaar,3.5,Bakery,Pie
2358,06/11/2023,11:52:35,2,2,Utrecht,3.25,Tea,Chai tea
2359,06/07/2023,16:54:57,2,1,Alkmaar,3.5,Tea,Herbal tea
2360,06/11/2023,15:07:43,2,1,Alkmaar,2.0,Coffee,Black coffee
2361,06/09/2023,09:01:29,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2362,06/11/2023,17:31:04,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2363,06/10/2023,08:38:22,4,1,Alkmaar,3.5,Bakery,Pie
2364,06/09/2023,10:13:05,2,2,Utrecht,3.0,Tea,Black tea
2365,06/06/2023,18:52:54,6,3,Eindhoven,4.5,Chocolate,Hot chocolate
2366,06/08/2023,12:07:52,2,2,Utrecht,3.0,Tea,Black tea
2367,06/06/2023,07:19:30,1,1,Alkmaar,3.75,Bakery,Sandwich
2368,06/11/2023,07:41:47,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
2369,06/07/2023,16:52:24,1,2,Utrecht,2.0,Coffee,Black coffee
2370,06/11/2023,08:47:41,1,1,Alkmaar,3.5,Tea,Herbal tea
2371,06/10/2023,09:26:13,2,2,Utrecht,4.25,Coffee,Syrup coffee
2372,06/10/2023,16:26:19,4,2,Utrecht,3.5,Tea,Herbal tea
2373,06/08/2023,08:54:00,2,2,Utrecht,3.75,Bakery,Sandwich
2374,06/09/2023,14:47:15,2,1,Alkmaar,3.5,Coffee,Milk coffee
2375,06/11/2023,18:47:14,1,1,Alkmaar,4.25,Coffee,Syrup coffee
