"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"499",81712,"health","premium",3.9,2,NA,33.9,1248
"500",274940,"toys","off_brand",4.8,18,25,52.8,3596
"501",107652,"health","off_brand",4.3,10,12,18,1042
"502",202107,"health","off_brand",4.3,11,18,33.8,2480
"503",216496,"health","off_brand",4.4,22,24,53.9,2796
"504",71085,"health","off_brand",3.2,5,21,64.2,1066
"505",185706,"other","off_brand",4.8,6,21,81,2180
"506",206439,"health","premium",3.7,13,6,51.2,2682
"507",111267,"toys","premium",4.7,8,13,46.3,777
"508",86832,"health","off_brand",3.7,7,20,19.4,1025
"509",147611,"health","off_brand",4.2,3,17,63.4,935
"510",137596,"toys","premium",4.6,5,16,43.5,1366
"511",151974,"health","premium",4.9,5,NA,33.9,834
"512",72130,"other","off_brand",3.9,3,NA,78.9,1331
"513",236182,"food","premium",4.7,10,18,30.4,2402
"514",98379,"toys","off_brand",4,4,26,80.5,1051
"515",67648,"health","off_brand",3.5,12,33,42.3,852
"516",96519,"other","off_brand",4.1,10,12,14.1,730
"517",194000,"toys","off_brand",4,11,15,57.1,2625
"518",174867,"toys","off_brand",4.1,11,19,10,2914
"519",163488,"toys","off_brand",4.9,6,18,61.6,1471
"520",195174,"other","premium",4.4,4,14,30.5,3446
"521",99686,"health","off_brand",4.6,12,11,39.4,977
"522",143214,"health","premium",4.1,11,20,NA,1735
"523",171948,"health","off_brand",4.1,14,42,27.8,3216
"524",120515,"food","off_brand",3.3,13,25,65.3,916
"525",140038,"health","premium",4,10,NA,6.6,2080
"526",101905,"health","premium",4.6,7,18,35.8,1122
"527",119455,"toys","premium",4.7,2,NA,24.1,731
"528",77255,"health","premium",3.5,2,14,67.8,828
"529",136596,"toys","premium",3.7,4,7,43.8,2871
"530",184940,"other","off_brand",3.8,4,26,53.8,3856
"531",211036,"health","off_brand",4.6,6,26,42.6,2529
"532",68692,"health","premium",3.6,10,26,16.9,1017
"533",171219,"toys","off_brand",3.9,6,17,66.4,2854
"534",59982,"toys","off_brand",2.7,11,13,70.1,971
"535",159791,"food","premium",3.9,5,9,NA,2385
"536",132003,"food","off_brand",3.9,5,1,49.2,918
"537",149536,"health","premium",3.7,2,18,86,2872
"538",161186,"toys","off_brand",4.6,8,NA,NA,2634
"539",175404,"toys","premium",4.5,4,20,26.7,3337
"540",146647,"health","off_brand",4.3,2,22,37.5,1133
"541",145491,"other","off_brand",4.4,7,31,20.9,1297
"542",75245,"toys","off_brand",3.1,2,20,60.2,768
"543",167576,"toys","off_brand",4.8,8,27,56,1741
"544",153287,"toys","premium",4.6,11,9,88.4,930
"545",161920,"toys",NA,4.3,1,25,51.4,3287
"546",132360,"food","premium",4.6,4,23,50.9,871
"547",222554,"food","off_brand",3.4,4,10,NA,3182
"548",108565,"toys","premium",3.8,1,8,28.1,1612
"549",236865,"health","off_brand",4,16,19,74,2761
"550",96110,"health","premium",3.5,3,19,44,2424
"551",237932,"toys","off_brand",4.6,11,14,51.9,3283
"552",231926,"toys","off_brand",4.4,22,8,75.7,2823
"553",95667,"health","premium",4,17,10,26.7,813
"554",114933,"toys","off_brand",4,4,12,76.3,1407
"555",178351,"health","premium",4.7,20,33,58.3,1935
"556",193683,"health","off_brand",4.7,12,NA,17.5,2122
"557",173760,"health","premium",4.2,3,12,22.7,2797
"558",120529,"food","off_brand",4.6,3,42,57.3,872
"559",199154,"other","off_brand",4.5,2,24,NA,2918
"560",155391,"toys","off_brand",4.6,4,15,93.8,2596
"561",78153,"health","off_brand",4,6,25,22.8,929
"562",134760,"toys",NA,3.1,14,9,10.9,1361
"563",99505,"toys","premium",4.3,8,11,60,1194
"564",65179,"other","premium",3.5,8,28,65.9,999
"565",115491,"toys","off_brand",4.2,6,32,70.1,2184
"566",91427,"health","off_brand",3.5,16,25,51.7,970
"567",194167,"toys","premium",4.7,2,15,80.4,2449
"568",165747,"other","off_brand",4.7,9,14,68.2,2111
"569",107534,"other","premium",4,9,29,48.1,1932
"570",110415,"health","off_brand",3.7,12,28,34.5,867
"571",146774,"toys","off_brand",2.6,2,16,68.9,2808
"572",216557,"health","off_brand",4.7,11,27,52.9,2881
"573",114760,"toys","off_brand",4.3,3,20,72,789
"574",172421,"toys","premium",4.3,4,NA,32.4,2277
"575",163062,"toys","off_brand",4.6,2,24,69.6,1345
"576",132180,"other","off_brand",3.7,2,15,19.6,2296
"577",160867,"toys","off_brand",4.7,6,12,54.9,2188
"578",111248,"toys","premium",2.7,18,28,55.8,1900
"579",81559,"health","premium",4.1,6,20,61.5,1549
"580",82039,"toys",NA,3.6,4,15,45.1,1107
"581",206144,"health","premium",4.4,10,30,40.3,2902
"582",208139,"health","off_brand",4.8,16,25,NA,2124
"583",165396,"other","premium",4.6,14,9,67.4,1591
"584",151944,"health","premium",4.8,4,20,30.8,962
"585",238664,"toys","premium",4.7,17,25,87.9,3558
"586",132148,"health","off_brand",4.6,18,25,34.6,713
"587",135076,"other","premium",4.5,8,26,14,1344
"588",258175,"toys","premium",4.9,8,NA,37.7,3878
"589",159303,"health","premium",4.6,5,12,5,1151
"590",165121,"health","premium",4.1,3,24,59.2,2144
"591",134166,"toys","off_brand",4.3,13,11,45.2,842
"592",83562,"other","premium",4.2,8,NA,34.2,1116
"593",104608,"toys",NA,4.2,14,17,80.3,1196
"594",26869,"toys","premium",2.7,5,22,30,599
"595",142552,"toys","premium",3.9,3,23,39.9,3413
"596",120551,"food","off_brand",3.7,6,20,41.1,935
"597",60956,"toys","premium",4.3,2,28,52.1,1336
"598",213073,"health","off_brand",4.3,18,24,54.4,2461
"599",187236,"health","off_brand",4.2,4,12,27.8,2310
"600",221852,"other","off_brand",4.7,10,18,69.6,1858
"601",148306,"health","off_brand",4.5,1,25,26.4,2484
"602",129494,"health","off_brand",4.6,4,12,62.9,732
"603",98783,"toys","off_brand",4.3,10,17,20.7,989
"604",109985,"toys","premium",4.6,5,26,16.5,786
"605",189776,"health","off_brand",3.2,11,21,49.2,2488
"606",87302,"health","premium",3.5,6,NA,5,2000
"607",178899,"health","off_brand",4.8,3,20,16.8,2120
"608",159925,"health","off_brand",4.5,7,20,41.8,2070
"609",88401,"toys","premium",4.3,7,24,38,904
"610",134915,"health","premium",3.5,5,32,5,3442
"611",153938,"other","off_brand",4.9,12,32,31.2,657
"612",189172,"health","off_brand",4.2,17,24,27.8,2624
"613",63122,"toys","premium",3.6,10,30,28.7,1025
"614",123321,"toys","off_brand",4.1,15,22,87.6,2262
"615",142221,"toys","off_brand",4.9,10,NA,50.3,790
"616",209620,"toys","off_brand",3.3,7,27,11.8,3941
"617",108514,"health","premium",4.2,15,21,23.8,768
"618",110016,"toys","off_brand",3.6,6,15,94.7,2364
"619",119544,"other","off_brand",4.2,4,14,42.3,1273
"620",118308,"toys","off_brand",4.3,10,16,74.5,974
"621",119166,"health","off_brand",3.9,11,27,58.6,1053
"622",100469,"health","off_brand",3.9,12,26,61,862
"623",156643,"health","off_brand",4.4,7,24,23.1,2225
"624",139571,"toys","premium",3.9,3,25,37.3,3094
"625",169411,"health","premium",4.4,10,11,56.1,2859
"626",158583,"health","off_brand",2.8,1,22,36.8,3530
"627",115170,"health","premium",3.8,4,25,47.3,1101
"628",113168,"health","off_brand",4.8,4,15,77.6,873
"629",246757,"food","off_brand",4.7,5,24,70.1,2907
"630",190804,"toys","off_brand",4.7,6,NA,68.2,2245
"631",103479,"toys","premium",4.4,23,22,33.7,854
"632",145922,"toys","premium",4.6,12,12,38.9,1152
"633",82693,"health","off_brand",4.2,14,10,80.3,661
"634",196931,"health","off_brand",4.1,5,1,58.1,2035
"635",104206,"toys","off_brand",4.7,5,24,37.3,961
"636",122568,"other","off_brand",3.8,14,20,33.4,2646
"637",115678,"toys","off_brand",4.5,15,27,53.7,1130
"638",170592,"toys","premium",4.4,13,12,57.9,2616
"639",111213,"toys","off_brand",4.1,15,27,81.4,968
"640",143011,"toys","off_brand",4.5,6,18,63.2,983
"641",150166,"health","premium",3.4,23,24,17.5,2043
"642",141284,"toys","premium",4.2,4,16,15.2,2361
"643",118595,"health","off_brand",3,4,27,63.3,2196
"644",87548,"health","premium",4.2,6,20,59.2,879
"645",258868,"health","off_brand",4.8,11,30,39.2,3287
"646",212252,"toys","off_brand",4.8,8,18,85.8,2319
"647",80745,"toys","off_brand",4,16,27,42.8,1303
"648",241659,"other","premium",4.9,18,18,45.6,3065
"649",216140,"toys","off_brand",5,9,17,117.8,1930
"650",126824,"toys","premium",4.7,8,28,26.3,1241
"651",139120,"food","off_brand",3.3,4,17,52.2,2948
"652",152424,"health","off_brand",4.7,8,24,42.6,1111
"653",166849,"health","off_brand",4.4,10,22,26.3,1262
"654",185769,"toys","off_brand",4.6,8,33,63.4,2921
"655",144431,"toys","off_brand",3.7,9,21,85.4,3028
"656",233480,"toys","off_brand",4.8,6,22,92.4,2377
"657",136377,"toys","premium",4.5,13,15,57.6,933
"658",95492,"other","premium",3.7,4,22,56.3,959
"659",153004,"food","off_brand",4.5,4,30,63.5,865
"660",98991,"other","off_brand",3.2,6,17,41,1282
"661",153287,"health","off_brand",4.8,10,15,34.8,1176
"662",112920,"toys","off_brand",4.3,18,22,48.8,772
"663",182705,"health","off_brand",3.7,9,18,45.3,2742
"664",78544,"toys","off_brand",4.4,6,14,60,898
"665",93373,"other","premium",4.8,8,24,41.6,774
"666",124173,"toys","premium",3.4,12,22,44.4,2639
"667",189658,"other","off_brand",4.5,17,16,42.6,1644
"668",146711,"toys",NA,4.5,6,20,79.8,1314
"669",160877,"health","off_brand",4.2,3,11,45.6,1858
"670",121648,"toys","off_brand",3.7,9,NA,60,2239
"671",111823,"toys","off_brand",4.3,3,NA,68.5,1027
"672",111315,"toys","off_brand",3.7,6,6,37.2,1205
"673",127866,"health","premium",4.5,4,15,NA,1071
"674",108787,"food","premium",4.1,4,20,46.6,812
"675",126357,"health","off_brand",4.4,7,28,29.6,950
"676",87558,"health","off_brand",4.1,5,11,88,1162
"677",167680,"food","off_brand",4.2,9,30,72.8,1347
"678",168160,"toys","off_brand",4.1,6,NA,49.1,2893
"679",76402,"health","premium",3.5,9,NA,39.2,1261
"680",156125,"toys","off_brand",4.8,15,29,41.5,910
"681",141022,"food","off_brand",4.1,13,32,60.2,872
"682",144661,"other","off_brand",4.3,11,12,54.2,2014
"683",155719,"food","premium",4.1,5,27,52.2,2999
"684",187472,"toys","premium",3.9,8,13,49.1,3139
"685",81141,"toys","off_brand",4.1,16,22,49.4,962
"686",169928,"toys","premium",4.6,13,21,37.8,1077
"687",201653,"other",NA,4.2,15,NA,38.2,3379
"688",48021,"toys","premium",3.6,6,22,59.7,1344
"689",172272,"health","off_brand",4.8,9,21,26.4,2356
"690",226754,"toys","premium",4.4,16,22,58.1,3336
"691",124113,"health","off_brand",4.3,8,29,46.7,1264
"692",97852,"toys","premium",4.4,7,19,7.5,877
"693",120707,"health","off_brand",2.5,2,16,49.9,1922
"694",69358,"toys","off_brand",3.4,3,18,56.1,1144
"695",95201,"other","premium",4,10,28,60.9,1461
"696",94091,"toys","off_brand",4,8,32,62.8,923
"697",176794,"toys","premium",3.7,13,22,53.8,2950
"698",247696,"toys","off_brand",4.6,11,11,61.7,3417
"699",146293,"health","off_brand",4.5,5,11,36.4,1235
"700",128281,"toys","premium",4.9,2,25,72.4,771
"701",112781,"food","off_brand",3.6,2,NA,26.9,1140
"702",151607,"health","off_brand",4,4,17,9,2549
"703",212908,"food",NA,4.7,2,27,69.6,2709
"704",98226,"health","premium",4,13,16,29.6,1995
"705",130653,"toys","off_brand",3.3,9,NA,29.2,2775
"706",179443,"food","off_brand",4.1,8,NA,31,2279
"707",99354,"toys","premium",2.5,5,27,101.3,2387
"708",156701,"toys","off_brand",4.3,8,15,63.8,1708
"709",92726,"food","premium",3.6,8,25,79,1060
"710",172548,"toys","off_brand",4.5,5,16,63.9,2826
"711",132897,"toys","off_brand",3.9,4,12,23.6,2298
"712",158911,"health","off_brand",4.1,11,12,10.9,1614
"713",206841,"health","premium",4.7,6,9,34.6,2858
"714",135531,"toys","off_brand",4.2,1,13,30.9,2995
"715",126079,"toys","premium",4,9,30,37.1,2090
"716",192787,"toys","off_brand",4.7,2,12,46.2,1176
"717",130884,"food","premium",4.4,11,16,55.9,1012
"718",199102,"toys","off_brand",4.6,7,16,77.9,2464
"719",210109,"toys","premium",4.7,7,8,67,2990
"720",47814,"toys","off_brand",3,3,19,69.9,1004
"721",113584,"toys","off_brand",4.1,8,27,87.7,1672
"722",152348,"health","off_brand",3.9,2,15,5,2458
"723",127156,"health","premium",4,14,23,34.1,1497
"724",148496,"toys","premium",3.4,24,24,59.2,2123
"725",146828,"toys","off_brand",4.2,0,30,35.1,2444
"726",192654,"food","off_brand",3.9,5,11,67.2,2123
"727",113082,"toys","off_brand",3.6,13,15,41.9,1012
"728",91533,"toys","premium",4.1,19,10,64.5,775
"729",143177,"other","off_brand",4.3,10,7,75.4,2051
"730",161606,"health","off_brand",4.2,21,13,NA,1418
"731",151415,"health","off_brand",3.8,10,25,41.2,2234
"732",83990,"health","premium",3.6,5,16,5,1204
"733",137693,"toys","off_brand",3.9,6,12,74,2436
"734",135428,"health","off_brand",4.2,3,24,47.3,2082
"735",97355,"toys","off_brand",4.6,13,29,97.3,921
"736",171991,"toys","off_brand",3.4,6,5,78.4,3176
"737",56392,"other","premium",2.6,6,15,82.3,812
"738",154376,"health","premium",4.7,20,12,16.1,1090
"739",201127,"health",NA,4.7,2,20,34.9,2341
"740",148862,"toys","off_brand",4.8,6,20,80.5,831
"741",136963,"health","off_brand",4.9,1,19,8.5,1218
"742",197240,"health","off_brand",4.1,14,18,51.5,3266
"743",117934,"toys","premium",3.9,17,21,58.4,1166
"744",131323,"health","off_brand",4.2,9,22,52.1,1974
"745",279952,"health","off_brand",4.4,13,15,37.7,4554
"746",77434,"toys","off_brand",4.6,2,13,47.8,1209
"747",169621,"other","off_brand",3.5,12,14,45.8,2712
"748",248204,"health","off_brand",4.7,9,23,55.5,3281
"749",154306,"health","premium",3.3,8,15,28,3566
"750",140467,"toys","premium",3.1,4,2,66.8,2287
"751",79008,"health","premium",3.7,6,26,45.3,903
"752",77556,"toys","premium",4.4,6,24,13.6,648
"753",120904,"toys","off_brand",4.4,8,16,61.1,1040
"754",189508,"food","off_brand",4.6,10,15,58.9,1546
"755",89795,"food","off_brand",4.1,3,28,59.1,944
"756",154728,"toys","off_brand",4.5,5,10,40.4,578
"757",103839,"toys","premium",4,16,25,39,845
"758",193349,"health","off_brand",4.7,5,21,39.9,1431
"759",127169,"toys",NA,4.2,206,16,43.2,2121
"760",165033,"toys","off_brand",4.4,9,24,68.7,2397
"761",223995,"health","off_brand",4.8,5,14,55.3,2266
"762",125247,"health","premium",4.5,5,28,61.8,800
"763",190495,"toys","premium",4.6,3,24,55,2762
"764",207130,"toys","off_brand",4.8,4,19,NA,2578
"765",95242,"toys","off_brand",2.9,6,25,88.2,1461
"766",215456,"other","off_brand",4.7,4,17,27,2805
"767",221495,"toys","off_brand",4.9,12,29,74.7,3129
"768",142772,"health","off_brand",4.2,6,15,17.9,2308
"769",81989,"health","premium",3.8,9,6,22.5,925
"770",93292,"health","off_brand",4,2,23,72.3,1468
"771",140991,"health","premium",4.7,11,11,8.4,1942
"772",153389,"health","off_brand",4.7,4,24,51.8,1156
"773",101130,"health","off_brand",3.8,16,23,13.1,1034
"774",85566,"health","premium",4.3,0,23,16.2,1080
"775",130990,"toys","off_brand",4.1,9,17,63.1,1492
"776",92913,"health","off_brand",4.1,2,10,34.5,975
"777",142234,"food","premium",4.8,6,19,37.5,1195
"778",181371,"other","off_brand",4.8,9,14,27.6,947
"779",206672,"toys","off_brand",4.4,8,21,44.1,2253
"780",120839,"health","off_brand",3.1,18,17,47.5,1442
"781",179210,"food","premium",4.6,7,20,29.6,2461
"782",198148,"health","off_brand",4.4,6,24,72.5,2528
"783",90096,"food","premium",4.2,3,33,28.1,1393
"784",154583,"toys","premium",4.2,8,34,108.7,2786
"785",229550,"other","off_brand",4.8,9,22,46.3,3102
"786",223728,"health","off_brand",4.7,9,NA,25.5,3061
"787",200026,"toys","off_brand",4,2,11,47.7,3560
"788",136591,"toys","premium",3.7,22,8,53.4,1635
"789",166084,"health","off_brand",4.9,11,12,58.9,1021
"790",204036,"toys","premium",4.6,23,23,72.4,2310
"791",170335,"other","premium",4.3,22,17,5,850
"792",98169,"health","off_brand",4.2,2,27,68.1,1829
"793",88522,"food","off_brand",3.8,7,18,59.4,763
"794",71181,"health","premium",4.6,3,18,NA,949
"795",209550,"health","premium",4.6,17,15,32,2319
"796",156418,"toys","off_brand",4.5,11,27,49,644
"797",105051,"health","off_brand",3.9,8,3,15,982
"798",138693,"toys","off_brand",4.5,5,4,66.3,1054
"799",263951,"health","off_brand",4.6,5,33,66.7,3597
"800",191874,"toys","off_brand",4.4,4,28,58.6,3285
"801",104500,"health","premium",3.9,6,17,76.9,1940
"802",215104,"toys","off_brand",4.3,12,25,70.4,2565
"803",148495,"health","premium",4.8,6,15,41.6,1101
"804",185810,"health","premium",4.3,15,16,22,2484
"805",143317,"health","off_brand",4.3,5,30,44.9,2202
"806",185883,"health","premium",4.4,17,19,18.7,2691
"807",144578,"health","off_brand",4.2,5,34,62.6,901
"808",184251,"toys","off_brand",4.4,3,12,72.8,2756
"809",250153,"food","off_brand",4.8,9,25,26.4,2870
"810",132830,"other",NA,4.3,1,22,41.5,2324
"811",89067,"toys","off_brand",3.5,2,17,67.3,1142
"812",189795,"toys","off_brand",4.5,5,23,61,2699
"813",156064,"toys","premium",4.1,12,25,26.9,2737
"814",149494,"health","premium",4.5,7,27,43.3,2457
"815",172148,"toys","off_brand",4.6,24,NA,47.4,1053
"816",133010,"health","off_brand",3.7,8,32,75.8,917
"817",129386,"health","off_brand",4.5,18,3,54.8,1229
"818",133739,"toys","premium",4.3,4,NA,31.1,2747
"819",138428,"food","off_brand",3.7,7,26,31.7,2583
"820",144001,"health","off_brand",4.5,9,18,17.9,1288
"821",179571,"health","off_brand",4.5,5,20,59.7,2131
"822",114476,"toys","off_brand",4.7,4,20,94.3,926
"823",176795,"toys","off_brand",4.4,5,7,55.1,2557
"824",111687,"toys","off_brand",4.1,7,21,51.3,1369
"825",85114,"other","off_brand",3.8,6,6,79.4,714
"826",195526,"other","premium",4,4,18,46.1,3254
"827",95691,"toys","premium",4,2,24,27,2331
"828",199303,"toys","off_brand",4.2,9,31,46,3122
"829",121560,"health","premium",4.3,11,15,74.3,992
"830",212630,"food","off_brand",4.7,7,27,52.8,2417
"831",192990,"other","off_brand",4.2,4,28,68.3,3485
"832",209656,"toys","premium",4.9,11,13,41,1894
"833",122895,"health","off_brand",3.1,3,1,51.4,2095
"834",206803,"food","off_brand",4.4,8,28,115.6,2468
"835",96109,"other","premium",4,6,10,26.6,686
"836",184302,"health","off_brand",4.4,6,29,51.3,2108
"837",158814,"health","off_brand",3.4,3,16,31.7,2901
"838",197750,"toys","off_brand",4.7,3,22,53.1,2475
"839",164691,"food","off_brand",3.9,9,28,34.7,2510
"840",50446,"health","off_brand",3.2,5,16,36,813
"841",169237,"health","off_brand",4.8,11,31,45.8,777
"842",165254,"food","premium",3.5,4,20,44.9,2996
"843",75279,"toys","premium",4.6,4,NA,55.6,998
"844",165799,"health","off_brand",4.7,17,19,80.8,960
"845",161155,"toys","off_brand",3.9,8,23,90.4,2966
"846",100669,"health","off_brand",4.2,6,28,26.6,1114
"847",165187,"toys","off_brand",3,14,30,38.5,2980
"848",213269,"health","premium",4.3,4,39,56.3,2959
"849",227735,"food","off_brand",4.7,23,21,55.3,2294
"850",128693,"health","premium",3.7,6,18,5,1016
"851",148417,"toys","off_brand",4.5,13,18,56.2,1941
"852",156875,"toys","off_brand",4.4,1,19,73.5,2135
"853",112896,"health","premium",2.8,17,19,NA,2693
"854",159019,"toys","off_brand",4.9,11,23,38.8,1661
"855",141112,"toys","off_brand",2.6,16,20,84.3,2374
"856",138170,"toys","off_brand",4.1,24,18,19.7,1574
"857",143657,"toys","premium",4.6,8,12,78,1586
"858",174904,"toys","premium",4.9,8,19,52.4,1717
"859",67409,"other","off_brand",3.1,4,8,80.3,1007
"860",102888,"food","premium",2.9,9,24,54.8,1157
"861",215598,"other","off_brand",4.7,8,33,90.1,2967
"862",115322,"health","off_brand",3.7,2,17,26.7,1869
"863",112168,"health","premium",4.3,9,9,43,957
"864",75817,"toys","off_brand",3.4,5,18,75,1329
"865",113440,"other","premium",4.1,7,24,16,2629
"866",115365,"toys","off_brand",4.1,1,19,37.2,1580
"867",156264,"toys","off_brand",3.9,10,34,73.8,2353
"868",162051,"toys","premium",4.7,5,16,61.8,2200
"869",151845,"toys","premium",4.2,11,20,52.1,2275
"870",87544,"other","premium",3.4,3,12,52.7,1089
"871",109397,"toys","premium",4.8,2,13,38.4,1007
"872",133313,"health","off_brand",4.6,4,25,54.5,739
"873",161767,"toys","off_brand",4.4,8,23,73.1,2343
"874",241099,"toys","off_brand",4.7,1,32,68,4266
"875",129727,"health","premium",4.6,8,32,90,1240
"876",154478,"health","premium",3.5,3,22,30,3098
"877",103167,"toys","off_brand",4,13,27,51.1,1231
"878",148423,"food","off_brand",4.5,5,28,59.8,974
"879",123752,"toys","off_brand",4.1,5,22,53.5,1920
"880",112386,"health","premium",4.7,7,17,37.6,1262
"881",207950,"health","off_brand",4.7,6,11,22.4,2436
"882",212851,"food","premium",4.3,10,13,27.2,2834
"883",155870,"health","off_brand",4.7,13,NA,78.1,946
"884",192173,"health","off_brand",4.4,3,29,83.1,2049
"885",95843,"toys","off_brand",3.5,4,14,84.2,898
"886",171393,"health","off_brand",2.1,15,NA,59,3486
"887",179479,"other","off_brand",4.7,8,21,48.9,3021
"888",174122,"other","off_brand",3.6,12,20,43.7,2967
"889",72904,"health","premium",4.2,7,27,31.2,1340
"890",176343,"toys","premium",4.7,8,17,68.6,2385
"891",137359,"toys","premium",4.4,12,16,36,1850
"892",82142,"health","premium",4.6,2,28,23.3,1217
"893",94425,"health","off_brand",3.7,13,23,NA,896
"894",189820,"health","off_brand",4.5,9,15,29.6,996
"895",287366,"toys","off_brand",4.7,14,24,100.2,4014
"896",167410,"health","off_brand",4.8,16,27,27.8,1193
"897",137345,"health",NA,3.5,10,20,18.7,2253
"898",171420,"health","off_brand",4.6,6,34,60.7,2198
"899",162708,"health","off_brand",4.5,7,NA,70.8,1121
"900",230907,"health",NA,4.2,5,NA,28.6,3269
"901",235750,"toys","off_brand",4.7,11,30,83.2,3331
"902",87428,"food","premium",3.3,16,23,20.5,1072
"903",120238,"health","premium",4.4,10,18,60.2,1056
"904",110226,"other","off_brand",3.9,4,18,61.5,1423
"905",81006,"other","premium",4.1,2,24,NA,699
"906",188695,"toys","premium",4.2,7,15,60.9,2822
"907",197877,"toys","off_brand",4.1,10,14,46.2,3256
"908",96644,"toys","premium",4.5,11,21,63.2,931
"909",212871,"food","off_brand",4.9,1,10,75,2121
"910",78813,"health","off_brand",3.9,4,22,49.5,1048
"911",220110,"other","off_brand",4,9,21,32.2,2783
"912",181820,"health","premium",3.5,11,16,7.7,3668
"913",205038,"health","off_brand",4.3,8,2,42.9,3551
"914",123044,"other","off_brand",3.4,4,18,42.2,1829
"915",78630,"toys",NA,3.9,12,34,NA,1089
"916",153056,"toys","off_brand",4.3,9,28,73,2006
"917",96794,"health","off_brand",3.7,9,18,48.6,1905
"918",214396,"health","off_brand",4.4,12,25,35.5,3390
"919",118010,"toys","premium",4.3,9,10,48.6,979
"920",124921,"other","premium",4.5,7,11,51.2,1038
"921",217480,"toys",NA,4.5,3,20,64.6,3552
"922",216509,"health","premium",4.5,5,17,70.4,2832
"923",243280,"toys","premium",4.3,5,9,89,4168
"924",144000,"health","off_brand",4.1,19,25,47.4,1814
"925",181573,"toys","premium",4,2,22,32.1,3653
"926",156512,"toys","off_brand",3.2,8,21,75.7,2854
"927",209618,"food","off_brand",4.9,13,5,55.2,935
"928",146535,"toys",NA,4.7,6,27,56.1,966
"929",124730,"health","premium",4.1,2,16,54.1,1674
"930",74910,"other","premium",4,10,NA,28.2,641
"931",130944,"health","off_brand",4.1,4,12,17.5,2434
"932",167055,"health","premium",4.3,4,17,36.5,2476
"933",136326,"health","off_brand",4.3,11,14,68.9,1882
"934",130034,"toys","off_brand",4.7,10,13,39.2,800
"935",95363,"toys","off_brand",3.9,8,26,109.4,792
"936",145198,"other","off_brand",4.8,7,31,78.4,1068
"937",228469,"health","premium",4.8,13,10,35,2293
"938",85261,"toys","off_brand",3.2,12,NA,80.3,851
"939",60327,"health",NA,3.8,13,16,65.6,819
"940",114614,"food","premium",4.5,4,18,85.4,947
"941",53523,"health","off_brand",2.9,6,23,83.8,1117
"942",158552,"food","premium",3.9,5,26,63,2135
"943",157258,"health","off_brand",4.3,5,13,6.3,2482
"944",228580,"toys","off_brand",4.9,7,25,63,2322
"945",108508,"toys",NA,4.7,8,24,76.1,619
"946",171857,"health","off_brand",4.6,7,20,13.3,903
"947",51620,"toys","premium",3.9,5,27,NA,891
"948",135006,"other","off_brand",3.8,10,23,28.7,1425
"949",177170,"health","premium",4.5,6,21,23.8,2261
"950",59116,"health","off_brand",3.5,4,21,NA,969
"951",280179,"health","premium",4.6,12,20,57.3,4589
"952",184365,"health","premium",4.4,10,17,53,1615
"953",205986,"toys","off_brand",5,8,17,72.5,2673
"954",79576,"food","premium",2.9,9,19,42.2,1266
"955",162576,"health","off_brand",4.8,8,12,23.1,646
"956",144421,"health","premium",4.6,2,25,48.3,2311
"957",135462,"health","off_brand",4.6,8,14,91.9,929
"958",141436,"toys","off_brand",4.2,22,NA,49.7,906
"959",121207,"toys","off_brand",4.2,10,26,36.1,1772
"960",145713,"toys","premium",4.7,5,22,28.5,786
"961",114607,"toys","off_brand",3.7,25,22,74,754
"962",102303,"health",NA,3.8,4,28,53.8,2246
"963",148040,"food","off_brand",4.5,7,31,86,1110
"964",121780,"toys","off_brand",4.8,1,NA,87.5,1080
"965",96309,"health","premium",2.2,8,19,44.9,2454
"966",157009,"health","off_brand",4.6,14,11,26.6,894
"967",124614,"health","premium",4.4,2,1,34.8,950
"968",184575,"food","premium",4.1,5,32,15.1,3177
"969",134390,"health","off_brand",3.8,6,24,58.7,2880
"970",67248,"toys","premium",3.3,4,20,45.6,1666
"971",173889,"health",NA,2.6,17,22,NA,2727
"972",145920,"toys","off_brand",3.7,4,13,47.6,2916
"973",129951,"toys","off_brand",4.7,4,17,32.5,1143
"974",57622,"toys","off_brand",3.6,11,14,90.6,994
"975",69756,"toys","premium",4.2,7,16,64.8,1115
"976",181180,"toys","off_brand",4.8,2,25,38,2186
"977",181840,"food","off_brand",4.3,9,18,72.5,1704
"978",252215,"health","off_brand",4.5,9,1,33.9,2758
"979",153381,"health","off_brand",4.7,10,28,22.3,912
"980",174271,"other","off_brand",4,8,25,53.8,2946
"981",132632,"food","premium",3.7,2,16,68.8,1180
"982",56639,"toys","premium",3,8,11,NA,670
"983",153982,"health","premium",4.1,12,17,60.9,1656
"984",47470,"health","premium",2.4,2,27,63.7,1091
"985",218979,"food","premium",4.6,25,32,5,1625
"986",76195,"toys","off_brand",3.9,1,22,52.4,1906
"987",153870,"health","off_brand",4.6,11,24,43.1,1075
"988",157723,"toys","off_brand",4.4,5,30,25.7,3198
"989",202189,"toys","off_brand",4.9,3,22,87.4,2954
"990",212053,"food","premium",4.5,8,14,54.5,2767
"991",107910,"toys","off_brand",4.3,7,16,53.3,394
"992",194573,"toys","premium",4.7,1,23,45.8,3108
"993",64467,"other",NA,3.9,5,13,43.1,1174
"994",34014,"toys","premium",3.3,2,NA,26,1266
"995",105398,"toys","premium",4.7,6,26,72.1,819
"996",124276,"other","off_brand",4.3,9,18,70.9,1845
